carat,cut,color,clarity,depth,table,x,y,z,price,price_cat
0.7,Very Good,D,VS1,62.9,60,5.57,5.62,3.52,3231,>=3200
0.83,Ideal,E,SI1,62.7,57,5.96,6.01,3.75,3231,>=3200
0.59,Very Good,D,VVS1,61.8,57,5.37,5.41,3.33,3234,>=3200
1,Good,J,SI2,62.7,58,6.28,6.32,3.95,3234,>=3200
0.71,Ideal,H,IF,62.2,57,5.7,5.74,3.56,3234,>=3200
1.05,Very Good,E,I1,62.2,61,6.48,6.51,4.04,3234,>=3200
0.7,Ideal,G,VVS2,59.9,58,5.78,5.8,3.47,3234,>=3200
0.71,Ideal,D,VS2,61.4,56,5.74,5.79,3.54,3234,>=3200
0.7,Very Good,F,VVS2,58.7,63,5.82,5.79,3.41,3234,>=3200
1.05,Ideal,H,SI2,60.6,57,6.59,6.55,3.98,3234,>=3200
0.7,Premium,G,VVS1,62.8,58,5.68,5.62,3.55,3234,>=3200
0.77,Premium,E,VS2,60.5,59,5.98,5.92,3.6,3234,>=3200
0.7,Very Good,G,VVS2,60,60,5.78,5.85,3.49,3235,>=3200
0.8,Very Good,H,VS2,63.1,57,5.87,5.92,3.72,3235,>=3200
0.73,Ideal,E,VS1,62.5,57,5.73,5.76,3.59,3235,>=3200
0.7,Very Good,E,VS1,61.9,61,5.59,5.65,3.48,3235,>=3200
0.7,Ideal,H,VVS2,62.2,55,5.71,5.76,3.57,3235,>=3200
0.72,Ideal,E,VS2,62.1,57,5.73,5.76,3.57,3235,>=3200
0.72,Ideal,D,VS2,60.9,55,5.77,5.89,3.55,3236,>=3200
0.95,Premium,I,SI2,62.5,58,6.3,6.24,3.92,3237,>=3200
0.85,Premium,G,VS2,61,58,6.11,6.08,3.72,3237,>=3200
0.89,Very Good,I,VS2,63.1,55,6.09,6.17,3.87,3238,>=3200
0.72,Very Good,F,VS2,61.6,58,5.75,5.78,3.55,3238,>=3200
0.76,Very Good,F,VS2,62.5,58,5.79,5.83,3.63,3238,>=3200
0.91,Very Good,G,SI2,62,59,6.19,6.22,3.85,3238,>=3200
0.7,Ideal,E,VVS2,62.8,56,5.68,5.6,3.54,3238,>=3200
0.71,Ideal,E,VS1,60.4,56,5.8,5.85,3.52,3238,>=3200
0.71,Ideal,E,VS1,62.7,57,5.66,5.69,3.56,3238,>=3200
0.7,Good,D,VS1,57.8,60,5.85,5.87,3.39,3239,>=3200
0.7,Premium,D,VS1,60.6,58,5.73,5.75,3.48,3239,>=3200
0.7,Very Good,D,VS1,61.5,55,5.7,5.74,3.52,3239,>=3200
0.73,Ideal,I,VVS1,61.8,57,5.75,5.77,3.56,3239,>=3200
0.9,Very Good,E,SI2,63.2,61,6.06,5.99,3.81,3239,>=3200
0.77,Very Good,G,VS1,62.3,58,5.82,5.86,3.64,3240,>=3200
0.77,Very Good,D,SI1,59.9,59,5.9,5.95,3.55,3241,>=3200
0.79,Ideal,D,SI1,61.2,56,5.95,6.02,3.66,3242,>=3200
0.72,Ideal,F,SI1,60.2,57,5.83,5.86,3.52,3242,>=3200
0.9,Very Good,H,SI1,63.2,61,6.12,6.03,3.84,3242,>=3200
0.77,Very Good,G,VS1,60.9,55,5.9,5.96,3.61,3243,>=3200
0.81,Very Good,E,SI1,61.9,58,5.92,5.97,3.68,3243,>=3200
0.68,Ideal,E,VS1,61.3,55,5.67,5.71,3.49,3243,>=3200
0.71,Ideal,D,VS2,63,56,5.69,5.65,3.58,3245,>=3200
0.9,Good,G,SI2,64.1,56,6.12,6.08,3.91,3246,>=3200
0.74,Ideal,F,VS2,60.8,57,5.85,5.87,3.56,3246,>=3200
0.84,Ideal,D,SI2,61.8,56,6.04,6.06,3.74,3246,>=3200
0.9,Good,I,VS2,63.7,61,6.1,6.06,3.87,3246,>=3200
0.9,Premium,G,SI2,62.1,58,6.13,6.08,3.79,3246,>=3200
0.9,Good,I,VS2,63.8,55,6.16,6.07,3.9,3246,>=3200
0.9,Good,G,SI2,63.8,59,6.05,6.02,3.85,3246,>=3200
0.9,Very Good,G,SI2,63.4,59,6.08,6.04,3.84,3246,>=3200
0.9,Good,G,SI2,63.8,56,6.16,6.13,3.92,3246,>=3200
0.9,Premium,G,SI2,61.1,58,6.22,6.18,3.79,3246,>=3200
1.03,Fair,J,SI2,56.2,62,6.73,6.69,3.77,3246,>=3200
0.9,Fair,I,VS2,65.4,60,6.03,5.96,3.93,3246,>=3200
0.31,Ideal,G,VS2,62.2,54,4.38,4.4,2.73,562,<=800
0.31,Ideal,G,VS2,62.2,54,4.34,4.38,2.71,562,<=800
0.31,Ideal,G,VS2,60.8,56,4.38,4.4,2.67,562,<=800
0.31,Ideal,G,VS2,61.1,57,4.37,4.4,2.68,562,<=800
0.31,Ideal,G,VS2,62.2,53,4.37,4.38,2.72,562,<=800
0.31,Ideal,H,VS1,62,53,4.34,4.37,2.7,562,<=800
0.31,Ideal,H,VS1,61.3,55,4.36,4.38,2.68,562,<=800
0.39,Very Good,H,SI2,62.4,59,4.58,4.65,2.88,562,<=800
0.29,Very Good,F,VVS1,61.5,56,4.26,4.3,2.63,563,<=800
0.35,Ideal,G,VS2,61.6,54,4.55,4.58,2.81,563,<=800
0.31,Ideal,G,SI1,61.6,55,4.34,4.37,2.68,563,<=800
0.25,Fair,D,VS1,61.2,55,4.09,4.11,2.51,563,<=800
0.32,Very Good,G,VS2,60.9,58,4.42,4.45,2.7,564,<=800
0.32,Ideal,G,VS2,61.8,55,4.4,4.43,2.73,564,<=800
0.33,Ideal,H,SI1,61.7,55,4.43,4.46,2.74,564,<=800
0.33,Ideal,H,SI1,60.6,56,4.46,4.49,2.72,564,<=800
0.3,Ideal,E,SI1,61.9,57,4.29,4.32,2.66,564,<=800
0.3,Ideal,E,SI1,62.3,57,4.28,4.32,2.68,564,<=800
0.32,Good,E,SI1,62.5,61,4.32,4.35,2.71,564,<=800
0.26,Good,D,VVS2,63.6,56,4.06,4.09,2.59,564,<=800
0.26,Ideal,E,VVS2,62.5,55,4.07,4.09,2.55,564,<=800
0.26,Very Good,E,VVS2,58.9,61,4.16,4.19,2.46,564,<=800
0.26,Very Good,E,VVS2,60.8,61,4.12,4.13,2.51,564,<=800
0.26,Very Good,E,VVS2,61.7,61,4.08,4.12,2.53,564,<=800
0.26,Good,F,VVS1,63.3,57,4.05,4.07,2.57,564,<=800
0.36,Ideal,G,SI2,61.8,56,4.58,4.61,2.84,565,<=800
0.34,Ideal,E,SI1,61.9,55,4.51,4.53,2.8,565,<=800
0.34,Ideal,E,SI1,62.6,55,4.46,4.49,2.8,565,<=800
0.31,Ideal,D,SI1,61.3,56,4.36,4.41,2.69,565,<=800
0.31,Ideal,D,SI1,61.7,55,4.37,4.41,2.71,565,<=800
0.9,Good,G,SI2,64.1,63,6.02,5.99,3.85,3246,>=3200
0.9,Premium,I,VS2,62.8,61,6.12,6.02,3.81,3246,>=3200
0.91,Ideal,F,SI2,61.1,55,6.24,6.19,3.8,3246,>=3200
0.7,Very Good,F,VVS2,62.5,58,5.63,5.67,3.53,3247,>=3200
0.7,Very Good,D,VS1,62.8,59,5.63,5.68,3.55,3247,>=3200
0.7,Ideal,G,VVS1,62.6,57,5.65,5.7,3.55,3247,>=3200
0.71,Ideal,E,VS2,62,55,5.7,5.75,3.55,3247,>=3200
0.71,Ideal,E,VS2,62.5,55,5.67,5.73,3.56,3247,>=3200
0.52,Ideal,D,VVS1,62,57,5.17,5.15,3.2,3247,>=3200
0.76,Ideal,D,VS2,63,56,5.83,5.79,3.66,3248,>=3200
0.61,Ideal,F,VVS2,61.5,55,5.47,5.53,3.38,3248,>=3200
0.61,Ideal,F,VVS2,61.4,56,5.44,5.49,3.36,3248,>=3200
0.61,Ideal,F,VVS2,61.1,57,5.47,5.49,3.34,3248,>=3200
0.65,Ideal,G,VVS1,61.9,56,5.56,5.59,3.45,3248,>=3200
0.7,Ideal,E,VS1,62.1,55,5.72,5.77,3.57,3248,>=3200
1,Fair,H,SI2,66.5,62,6.19,6.1,4.09,3248,>=3200
0.83,Very Good,H,VS2,61.7,59,5.95,6.02,3.69,3249,>=3200
0.76,Ideal,E,VS2,61.5,56,5.89,5.92,3.63,3249,>=3200
0.76,Good,E,VS2,63.2,56,5.82,5.86,3.69,3249,>=3200
0.76,Ideal,H,VVS2,61,56,5.85,5.91,3.59,3249,>=3200
0.73,Ideal,F,SI1,61.7,55,5.79,5.82,3.58,3249,>=3200
0.81,Good,G,VS2,62.9,58,5.88,5.94,3.72,3250,>=3200
0.9,Good,H,SI2,63.6,60,6.06,6.11,3.87,3250,>=3200
0.9,Very Good,H,SI2,59.6,59,6.38,6.24,3.76,3250,>=3200
0.9,Very Good,H,SI2,62.4,58,6.11,6.16,3.83,3250,>=3200
0.72,Premium,F,VVS2,61.1,58,5.78,5.84,3.55,3250,>=3200
0.83,Good,E,SI1,63.7,59,5.95,5.89,3.77,3250,>=3200
0.9,Fair,G,SI1,65.2,59,6.05,6.01,3.93,3250,>=3200
0.9,Good,G,SI1,64.2,58,6.04,6.01,3.87,3250,>=3200
0.93,Premium,J,VS2,62.3,60,6.3,6.23,3.9,3250,>=3200
0.73,Premium,D,VS2,59.8,58,5.89,5.85,3.51,3250,>=3200
0.9,Very Good,I,SI1,63.3,59,6.14,6.05,3.86,3251,>=3200
0.71,Ideal,G,VS1,61,56,5.77,5.8,3.53,3251,>=3200
0.8,Ideal,E,SI2,60.9,57,6,6.03,3.66,3251,>=3200
0.82,Ideal,F,SI1,62.6,56,5.95,5.99,3.74,3251,>=3200
0.9,Ideal,I,SI1,62.3,56,6.18,6.12,3.83,3251,>=3200
0.9,Ideal,I,SI1,60.8,57,6.25,6.22,3.79,3251,>=3200
0.9,Premium,I,SI1,61.8,58,6.21,6.19,3.83,3251,>=3200
0.77,Ideal,D,SI1,60.8,57,5.94,5.9,3.6,3251,>=3200
0.71,Ideal,D,SI1,62,55,5.71,5.76,3.56,3252,>=3200
0.7,Very Good,F,VVS1,63.3,56,5.7,5.64,3.59,3252,>=3200
0.7,Ideal,G,VS2,61.9,56,5.68,5.7,3.52,3253,>=3200
0.7,Ideal,G,VS2,61.5,57,5.7,5.74,3.52,3253,>=3200
0.7,Ideal,G,VS2,61.6,57,5.7,5.73,3.53,3253,>=3200
0.77,Ideal,G,SI1,61.5,56,5.89,5.92,3.63,3253,>=3200
0.9,Good,G,SI2,61.8,56,6.11,6.16,3.79,3253,>=3200
0.78,Good,D,SI1,60.1,61,5.92,5.89,3.55,3253,>=3200
0.83,Ideal,F,SI1,62.1,55,6,6.05,3.74,3254,>=3200
0.71,Ideal,G,VVS1,62.8,56,5.71,5.76,3.6,3254,>=3200
0.74,Ideal,H,VS1,61,55,5.86,5.88,3.58,3254,>=3200
0.74,Ideal,H,VS1,62.1,55,5.82,5.84,3.62,3254,>=3200
0.9,Very Good,H,SI2,64.1,59,5.97,6.07,3.86,3255,>=3200
0.9,Ideal,J,VS2,62.5,57,6.16,6.26,3.88,3255,>=3200
0.73,Ideal,D,VS2,61.9,56,5.76,5.81,3.58,3255,>=3200
0.9,Very Good,G,SI2,62.2,60,6.09,6.2,3.82,3256,>=3200
0.91,Ideal,J,VS2,62.1,56,6.18,6.22,3.85,3256,>=3200
0.79,Ideal,E,SI1,61.9,55,5.97,5.89,3.67,3256,>=3200
0.76,Ideal,F,VS2,61,55,5.89,5.92,3.6,3257,>=3200
0.81,Ideal,H,VS1,61.8,58,5.97,6.04,3.71,3257,>=3200
0.72,Ideal,H,IF,61.4,56,5.76,5.8,3.55,3257,>=3200
0.91,Very Good,J,VS2,61,58,6.22,6.3,3.82,3258,>=3200
0.78,Very Good,D,SI1,62.5,58,5.86,5.89,3.67,3258,>=3200
0.93,Fair,I,VS2,64.7,58,6.09,6.06,3.93,3258,>=3200
0.78,Ideal,F,VS2,61.3,57,5.91,5.93,3.63,3259,>=3200
1,Good,F,SI2,59.4,64,6.52,6.48,3.86,3259,>=3200
0.75,Very Good,E,SI1,59.2,59,5.93,5.97,3.52,3260,>=3200
0.77,Premium,E,VS1,60.8,56,5.95,5.9,3.6,3260,>=3200
0.7,Very Good,F,VVS1,63,60,5.59,5.62,3.53,3261,>=3200
0.76,Very Good,E,SI1,60.4,58,5.91,5.97,3.59,3261,>=3200
0.7,Ideal,F,VS1,61.5,55,5.73,5.75,3.53,3261,>=3200
1.04,Good,H,I1,63.9,58,6.42,6.35,4.08,3261,>=3200
1.04,Premium,H,I1,61.6,61,6.47,6.45,3.98,3261,>=3200
0.9,Very Good,D,SI2,59,61,6.28,6.32,3.72,3262,>=3200
0.71,Ideal,D,SI1,60.9,57,5.75,5.79,3.51,3262,>=3200
0.91,Premium,G,SI1,62.5,56,6.3,6.18,3.9,3262,>=3200
0.75,Ideal,E,VS2,62.4,57,5.76,5.81,3.61,3263,>=3200
1.11,Premium,H,I1,61,59,6.67,6.61,4.05,3263,>=3200
0.72,Very Good,F,VS1,63.4,57,5.68,5.7,3.61,3264,>=3200
0.88,Ideal,I,SI1,63.2,56,6.04,6.09,3.83,3264,>=3200
0.88,Ideal,I,SI1,62.4,55,6.12,6.16,3.83,3264,>=3200
0.72,Ideal,F,VS1,61.1,56,5.76,5.79,3.53,3265,>=3200
0.7,Premium,E,VVS1,61.7,59,5.67,5.71,3.51,3265,>=3200
0.7,Very Good,F,VS1,62.8,56,5.64,5.66,3.55,3265,>=3200
1,Good,F,SI2,63.6,62,6.25,6.2,3.96,3265,>=3200
0.7,Ideal,F,VS1,60.7,58,5.72,5.75,3.48,3265,>=3200
0.84,Ideal,D,SI1,61.5,54,6.07,6.13,3.75,3265,>=3200
1,Fair,I,VS2,65.7,58,6.25,6.2,4.09,3265,>=3200
1,Very Good,I,VS2,63.2,58,6.43,6.32,4.03,3265,>=3200
1,Good,J,VVS2,63.7,57,6.34,6.31,4.03,3265,>=3200
1,Fair,F,SI2,65.1,55,6.26,6.23,4.07,3265,>=3200
1,Fair,F,SI2,65.1,55,6.26,6.23,4.07,3265,>=3200
0.93,Ideal,F,SI2,62,57,6.31,6.28,3.9,3266,>=3200
0.81,Premium,H,VVS2,62.8,58,5.92,5.89,3.71,3266,>=3200
0.81,Premium,D,SI1,62.4,59,5.96,5.89,3.7,3266,>=3200
1.12,Premium,J,SI2,60.7,61,6.71,6.64,4.05,3266,>=3200
0.81,Premium,G,VS1,62.3,56,5.95,5.89,3.69,3266,>=3200
0.9,Good,F,SI2,64.3,57,6.06,6.16,3.93,3267,>=3200
0.9,Good,F,SI2,63.1,57,6.11,6.18,3.88,3267,>=3200
0.9,Good,F,SI2,63.2,57,6.09,6.15,3.87,3267,>=3200
0.9,Good,F,SI2,61.9,62,6.07,6.12,3.77,3267,>=3200
0.91,Ideal,J,VS1,60.7,57,6.23,6.26,3.79,3267,>=3200
0.7,Good,D,VVS2,63.3,54,5.6,5.64,3.56,3267,>=3200
0.78,Very Good,F,SI1,62.4,55,5.85,5.89,3.66,3267,>=3200
0.8,Very Good,F,SI1,61.6,56,5.96,6,3.68,3267,>=3200
0.78,Ideal,I,VVS2,62.4,56,5.87,5.9,3.67,3267,>=3200
0.78,Ideal,G,SI1,62.2,55,5.87,5.9,3.66,3267,>=3200
0.75,Very Good,F,VS1,57.9,62,5.96,6,3.46,3268,>=3200
0.7,Ideal,E,VS2,62.6,55,5.66,5.68,3.55,3268,>=3200
0.96,Premium,J,SI1,60.3,59,6.4,6.36,3.85,3269,>=3200
0.9,Good,G,SI2,58.4,55,6.34,6.39,3.72,3269,>=3200
0.7,Very Good,F,VVS1,59.3,62,5.74,5.77,3.41,3270,>=3200
0.72,Very Good,E,VS2,59.8,57,5.84,5.89,3.51,3270,>=3200
0.75,Very Good,F,VS1,62.3,57,5.83,5.88,3.65,3270,>=3200
0.81,Premium,E,SI1,60.8,59,5.95,5.99,3.63,3270,>=3200
0.56,Ideal,D,VVS1,61.8,56,5.28,5.31,3.27,3270,>=3200
0.73,Ideal,G,VS1,61.5,56,5.8,5.77,3.56,3270,>=3200
0.73,Ideal,E,VS2,62.2,56,5.78,5.76,3.59,3270,>=3200
0.79,Ideal,D,SI1,61.3,54,6.01,5.96,3.67,3270,>=3200
0.9,Very Good,I,SI1,61.4,55,6.19,6.28,3.83,3271,>=3200
1.1,Premium,I,SI2,59.3,62,6.75,6.7,3.99,3271,>=3200
0.67,Ideal,G,IF,61.6,55,5.61,5.65,3.47,3271,>=3200
0.71,Ideal,E,VS1,59.7,57,5.84,5.86,3.49,3272,>=3200
0.8,Very Good,H,VS1,60.9,57,5.98,6.02,3.65,3273,>=3200
0.73,Ideal,G,VS1,60.2,56,5.86,5.9,3.54,3273,>=3200
0.8,Good,E,VS2,63.4,56,5.88,5.92,3.74,3273,>=3200
0.8,Good,E,VS2,64.5,56,5.8,5.86,3.76,3273,>=3200
0.9,Very Good,I,SI1,61.7,58,6.17,6.21,3.82,3274,>=3200
0.9,Good,E,SI1,62.2,65,6.13,6.08,3.8,3274,>=3200
0.72,Ideal,H,VS1,60.7,55,5.83,5.85,3.54,3274,>=3200
0.72,Ideal,H,VS1,61.5,55,5.77,5.85,3.56,3274,>=3200
0.72,Ideal,H,VS1,61.6,56,5.76,5.79,3.55,3274,>=3200
0.7,Very Good,F,VVS2,61.6,63,5.65,5.69,3.49,3275,>=3200
0.95,Ideal,J,SI1,63,56,6.32,6.26,3.96,3275,>=3200
0.73,Ideal,E,VS2,61.9,55,5.76,5.8,3.57,3275,>=3200
0.72,Ideal,D,VS2,60.5,57,5.81,5.83,3.52,3275,>=3200
0.72,Ideal,E,VS1,62.6,55,5.7,5.73,3.58,3275,>=3200
1.01,Very Good,G,SI2,63.2,58,6.42,6.35,4.04,3275,>=3200
0.9,Premium,I,VS2,58.4,62,6.35,6.29,3.69,3276,>=3200
0.7,Very Good,G,VVS1,62.8,56,5.63,5.67,3.55,3276,>=3200
0.83,Very Good,H,VS2,59.4,59,6.08,6.11,3.62,3276,>=3200
1,Very Good,I,SI2,60.8,63,6.41,6.34,3.88,3276,>=3200
0.9,Premium,I,SI1,59.6,60,6.37,6.24,3.76,3276,>=3200
1,Very Good,I,SI2,62.4,63,6.44,6.35,3.99,3276,>=3200
0.9,Fair,E,VS1,67.6,56,5.94,5.9,4,3276,>=3200
1,Premium,J,SI1,62,62,6.27,6.22,3.87,3276,>=3200
0.78,Ideal,E,VS2,62,55,5.95,5.89,3.67,3276,>=3200
1,Ideal,I,SI2,62.5,56,6.38,6.35,3.98,3276,>=3200
1.25,Ideal,E,I1,60.9,56,6.95,6.91,4.22,3276,>=3200
0.7,Good,E,VS1,61.3,62,5.64,5.72,3.48,3277,>=3200
0.92,Good,D,SI2,57.8,63,6.4,6.36,3.69,3277,>=3200
0.7,Ideal,D,VS1,61.1,57,5.73,5.75,3.51,3278,>=3200
1.18,Very Good,E,I1,59.9,63,6.85,6.8,4.09,3278,>=3200
0.91,Fair,H,SI1,65.3,62,6.11,6.01,3.96,3278,>=3200
0.84,Ideal,G,SI1,62.4,57,6.06,6.03,3.77,3279,>=3200
1.01,Fair,I,SI1,65.5,58,6.28,6.24,4.1,3280,>=3200
0.71,Very Good,G,VVS2,62.8,58,5.69,5.75,3.59,3281,>=3200
0.71,Ideal,F,VS1,62.3,55,5.74,5.76,3.58,3281,>=3200
0.93,Ideal,J,VS1,62.3,56,6.26,6.22,3.89,3281,>=3200
0.82,Very Good,E,SI1,63.1,58,5.95,6,3.77,3282,>=3200
0.9,Good,H,SI1,66.1,57,5.94,5.99,3.94,3282,>=3200
0.9,Fair,H,SI1,61.4,61,6.08,6.14,3.75,3282,>=3200
0.91,Premium,I,VS2,63,58,6.15,6.07,3.85,3282,>=3200
0.91,Very Good,G,SI2,63.2,61,6.27,6.01,3.88,3282,>=3200
0.92,Fair,F,SI2,65.3,58,6.08,6.04,3.96,3282,>=3200
0.92,Good,F,SI2,64.2,58,6.14,6.11,3.93,3282,>=3200
0.91,Good,G,SI2,63.6,59,6.15,6.11,3.9,3282,>=3200
0.91,Very Good,G,SI2,63.3,57,6.12,6.08,3.86,3282,>=3200
0.92,Fair,F,SI2,65.1,58,6.12,6.07,3.97,3282,>=3200
0.92,Premium,F,SI2,58.1,58,6.46,6.41,3.74,3282,>=3200
0.92,Premium,F,SI2,58.9,59,6.38,6.35,3.75,3282,>=3200
0.8,Very Good,F,VS2,63.3,59.8,5.79,5.83,3.68,3283,>=3200
0.84,Ideal,I,VS1,62.3,59,5.99,6.04,3.75,3283,>=3200
0.72,Ideal,E,VS1,62.6,57,5.69,5.72,3.57,3283,>=3200
0.72,Ideal,E,VS1,61.9,55,5.74,5.77,3.56,3283,>=3200
0.72,Ideal,H,IF,62.1,58,5.72,5.75,3.56,3283,>=3200
0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3283,>=3200
0.8,Good,G,VS1,63.2,60.1,5.77,5.85,3.67,3283,>=3200
0.52,Ideal,D,VVS2,61.5,55,5.19,5.22,3.2,3284,>=3200
0.71,Ideal,F,VS1,60.4,57,5.78,5.81,3.5,3284,>=3200
0.86,Ideal,D,SI2,60.2,56,6.16,6.19,3.72,3284,>=3200
0.89,Good,E,SI2,61.6,60.9,6.13,6.24,3.82,3284,>=3200
0.74,Premium,E,VS2,62.7,58,5.72,5.77,3.6,3285,>=3200
0.8,Premium,F,VS2,62.4,59,5.92,5.85,3.67,3285,>=3200
0.94,Fair,H,SI1,68.4,53,6.05,5.97,4.11,3285,>=3200
0.8,Premium,F,VS2,59.7,58,6.02,5.97,3.58,3285,>=3200
1.04,Good,J,VS2,58.2,64,6.64,6.53,3.85,3285,>=3200
0.96,Very Good,I,SI2,62.7,58,6.2,6.24,3.9,3286,>=3200
0.91,Good,G,SI1,64.3,60,6.12,6.04,3.91,3286,>=3200
0.91,Very Good,G,SI2,62.1,55,6.16,6.21,3.84,3287,>=3200
0.74,Ideal,H,VVS1,62.5,55,5.76,5.79,3.61,3287,>=3200
0.7,Ideal,D,VS1,62.5,57,5.64,5.68,3.54,3287,>=3200
0.7,Ideal,D,VS1,62.6,58,5.64,5.67,3.54,3287,>=3200
0.91,Good,I,VS2,64.2,55,6.13,6.09,3.92,3287,>=3200
1.03,Premium,I,SI1,58.4,60,6.6,6.58,3.85,3288,>=3200
0.73,Very Good,G,VVS2,61.4,58,5.83,5.86,3.59,3288,>=3200
1.01,Very Good,G,I1,62.4,59,6.35,6.41,3.98,3288,>=3200
0.9,Fair,I,VVS2,60.9,66,6.1,6.12,3.72,3288,>=3200
1.03,Very Good,H,SI2,63.1,56,6.43,6.38,4.04,3288,>=3200
0.91,Very Good,J,VS2,61.6,59,6.13,6.25,3.81,3290,>=3200
0.9,Good,H,SI1,64.2,59,6.05,6.01,3.87,3290,>=3200
0.83,Ideal,F,SI1,60.7,57,6.02,6.1,3.68,3290,>=3200
0.71,Ideal,H,IF,61.1,56,5.74,5.78,3.52,3290,>=3200
0.71,Ideal,H,IF,61.6,55,5.75,5.78,3.55,3290,>=3200
0.91,Good,J,VS2,61.3,61,6.18,6.25,3.81,3290,>=3200
1.02,Fair,I,SI2,66.2,57,6.34,6.26,4.17,3290,>=3200
0.77,Premium,E,VS2,60.5,59,5.92,5.98,3.6,3291,>=3200
0.77,Good,E,VS2,63.4,57,5.8,5.84,3.69,3291,>=3200
0.77,Premium,D,VS2,61.8,58,5.84,5.81,3.6,3291,>=3200
0.9,Premium,I,VS2,63,59,6.1,6.06,3.83,3292,>=3200
0.9,Premium,I,VS2,62.6,62,6.13,6.04,3.81,3292,>=3200
0.86,Very Good,G,SI1,62.9,55,6.04,6.08,3.81,3293,>=3200
1,Very Good,J,SI2,62.8,63,6.26,6.19,3.19,3293,>=3200
0.8,Very Good,E,SI1,63.1,57,5.94,5.86,3.72,3293,>=3200
1,Very Good,J,SI2,63.2,62,6.32,6.27,3.98,3293,>=3200
0.8,Ideal,F,SI1,60.1,60,5.98,6.03,3.61,3293,>=3200
1.05,Premium,E,I1,62.2,61,6.51,6.48,4.04,3293,>=3200
1,Premium,J,SI2,62.7,58,6.32,6.28,3.95,3293,>=3200
0.76,Ideal,D,VS2,60.2,56,5.95,5.92,3.57,3293,>=3200
1.01,Fair,E,SI2,64.6,59,6.22,6.18,4.01,3294,>=3200
0.72,Ideal,F,VS1,61.1,56,5.79,5.76,3.53,3294,>=3200
0.7,Premium,E,VVS1,61.7,59,5.71,5.67,3.51,3294,>=3200
0.74,Premium,D,VS2,58,59,6,5.93,3.46,3294,>=3200
0.9,Very Good,H,SI2,62.1,56,6.13,6.23,3.84,3295,>=3200
0.7,Very Good,E,VVS2,60.7,56,5.77,5.82,3.52,3295,>=3200
0.83,Very Good,E,SI1,63.8,54,5.96,6.04,3.83,3295,>=3200
0.72,Ideal,G,VVS2,61,56,5.8,5.84,3.55,3295,>=3200
0.82,Premium,E,SI1,62.5,56,6.01,5.96,3.74,3295,>=3200
1.01,Premium,J,VS2,62.4,60,6.45,6.35,3.99,3296,>=3200
0.8,Ideal,H,VS1,62.6,55,5.9,5.93,3.7,3296,>=3200
0.7,Fair,D,VVS2,58.5,62,5.72,5.81,3.37,3296,>=3200
1.07,Very Good,H,SI2,61.8,63,6.57,6.47,4.03,3296,>=3200
0.91,Ideal,J,VS1,60.7,57,6.26,6.23,3.79,3296,>=3200
1.07,Premium,G,SI2,62.5,59,6.5,6.47,4.05,3296,>=3200
0.8,Ideal,E,SI1,62,57,5.97,5.94,3.69,3297,>=3200
0.8,Premium,E,SI1,61.5,58,5.97,5.93,3.66,3297,>=3200
1.01,Premium,F,SI2,60.9,60,6.45,6.42,3.91,3297,>=3200
1.02,Good,J,SI2,63.1,58,6.34,6.38,4.01,3298,>=3200
0.91,Very Good,D,SI2,62.7,59,6.16,6.22,3.88,3298,>=3200
0.78,Good,D,VS2,64,54,5.82,5.86,3.74,3298,>=3200
0.78,Very Good,D,VS2,58.5,56,6.08,6.12,3.57,3298,>=3200
0.7,Ideal,I,VS2,61.9,57,5.68,5.73,3.53,3298,>=3200
0.91,Very Good,J,VS2,62.6,55,6.17,6.19,3.87,3299,>=3200
1.01,Very Good,I,SI2,61.5,62,6.37,6.41,3.93,3299,>=3200
0.62,Ideal,F,VVS2,61.4,56,5.46,5.5,3.37,3299,>=3200
0.91,Ideal,J,VS2,61.9,58,6.18,6.22,3.84,3299,>=3200
0.71,Ideal,G,VS2,61.8,56,5.68,5.72,3.52,3299,>=3200
0.71,Ideal,G,VS2,61.8,56,5.73,5.76,3.55,3299,>=3200
0.71,Ideal,G,VS2,61.8,56,5.72,5.75,3.55,3299,>=3200
0.71,Ideal,D,VS2,61.5,55,5.75,5.79,3.55,3299,>=3200
1.05,Ideal,G,SI2,59.6,57,6.58,6.53,3.91,3299,>=3200
0.77,Premium,G,VVS2,60.8,59,5.96,5.92,3.61,3299,>=3200
0.96,Fair,G,SI1,69.7,59,6.09,5.9,4.18,3299,>=3200
1,Very Good,E,I1,63,57,6.32,6.35,3.99,3300,>=3200
0.7,Premium,F,VVS1,62.4,56,5.69,5.63,3.53,3300,>=3200
0.77,Ideal,G,VS2,61.8,54,5.91,5.94,3.66,3300,>=3200
0.7,Ideal,G,VS1,60.8,56,5.73,5.8,3.51,3300,>=3200
0.9,Very Good,H,SI2,61.7,60,6.17,6.24,3.83,3301,>=3200
0.72,Ideal,E,VS2,60.9,56,5.81,5.84,3.55,3301,>=3200
0.71,Ideal,E,VS2,61.8,57,5.69,5.74,3.53,3301,>=3200
0.73,Ideal,H,IF,62.2,54,5.76,5.82,3.6,3301,>=3200
0.91,Good,H,VS2,56.9,61,6.41,6.24,3.6,3302,>=3200
1.08,Fair,J,SI2,64.9,60,6.46,6.32,4.15,3302,>=3200
0.9,Very Good,G,SI2,62.1,58,6.08,6.13,3.79,3303,>=3200
